" ","1990","RUSSELL RD","UNIT","OTTAWA","ON","6137337206","K1G 4J6"
"PUNJAB FOREIGN EXCHANGE","4535","EBENEZER ROAD","UNIT","BRAMPTON","ON","9057949999","L6P 2K7"
"NETELLER OPERATIONS LIMITED","1620","27TH AVENUE NE CANADA"," ","CALGARY","AB","9999999999","T2E 8W4"
"2073518 ONTARIO INC.","60","HARLOWE ROAD","SUITE 11","HAMILTON","ON","9053891157","L8W 3R6"
"6052746 CANADA INC.","60"," "," ","HAMILTON","ON","9055108736","L8W 3R6"
"XPRESS MONEY FINANCIAL SERVICES INC.","2971","WISTERIA COURT"," ","MISSISSAUGA","ON","9058170705","L5M 5V5"
"CAPITAL GIFT INC.","3550","JEANNE MANCE","SUITE E1010","MONTREAL","QC","5148426443","H2X 3P7"
"MERCANTILE METALS INC.","3960","BOULEVARD"," ","MONTREAL","QC","5146597466","H2W 1Y3"
"AL AZHAR MONEY EXCHANGE INC.","15","GREENVIEW AVENUE 11"," ","TORONTO","ON","4165511654","M2M 4M7"
" ","31-1525","SOUTH PARADE"," ","MISSISSAUGA","ON","9059975081","L5M 6E9"
"2165793 ONTARIO LIMITED","90","EGLINTON AVENUE EAST","SUITE 408","TORONTO","ON","4162508661","M4P2Y3"
"NET XPRESS INTL INC.","1240","DOLLARD"," ","LSALLE","QC","5143435335","H8N2P2"
"2124776 ONTARIO LIMITED","245","GERRARD STREET EAST CANADA"," ","TORONTO","ON","4169662274","M5A2G1"
"2081176 ONTARIO INC","1735","KIPLING AVENUE"," ","ETOBICOKE","ON","4162458081","M9R 2Y8"
"1163975 ONTARIO INC.","5726","RHODES STREET"," ","VANCOUVER","BC","4163175202","V5R3P4"
"CHEQUES-DEPOT INC.","4493","AVENUE"," ","MONTREAL","QC","5143035751","H2H 1T9"
"JOHNSTOWN DUTY FREE SHOP INC","1028","HIGHWAY 16"," ","PRESCOTT","ON","6139251024","K0E 1T0"
"OPM WORLDWIDE SERVICES INC","7321","VICTORIA PARK AVE. #303"," ","MARKHAM","ON","6473303803","L3R2Z8"
" ","403","RUE BELANGER"," ","MONTREAL","QC","5142788035","H2S 1G3"
"CENTRE DE SERVICES D'AFFAIRES HI SPEED INC.","9420B","BOULEVARD"," ","MONTREAL","QC","5145625503","H4N 1L7"
"6182640 CANADA INC.","550","ST. CLAIR AVE W CANADA","UNIT 205","TORONTO","ON","4166562269","M6C 1A5"
"680384 B.C. LTD.","15183","RUSSELL AVE CANADA"," ","WHITE ROCK","BC","6048573484","V4B 2P4"
"FIRST SECURITY EXCHANGE INPEX INC.","524","JEAN-TALON OUEST","SUITE #2","MONTREAL","QC","5142791624","H3N 1R5"
"2145438 ONTARIO LTD.","212A","QUEEN STREET E"," ","BRAMPTON","ON","9054544114","L6V 1B7"
"LEADING CASH FINANCIAL SERVICES","1052","BLOOR ST WEST CANADA"," ","TORONTO","ON","4165372274","M6H 1M3"
"R-M FISHER INCORPORATED","3204","SANDWICH STREET"," ","WINDSOR","ON","5192527704","N9C 1A8"
"AA FINANCIAL GROUP INC","7050","WOODBINE AVE SUITE 206"," ","MARKHAM","ON","6474068966","L3R 2R7"
"MRGLIANE UNIVERSAL CORPORATION","1-2776","EGLINTON AVENUE EAST CANADA"," ","TORONTO","ON","4162616949","M1J 2C8"
"1732153 ONTARIO INC","5430","WYANDOTTE ST E"," ","WINDSOR","ON","5199742274","N8S 1L9"
"MIZAN CORPORATION","6365","YONGE ST"," ","NORTH YORK","ON","9055082760","M2M 3X8 "
"ONTARIO NATIONAL EXCHANGE","724","HIGHWAY 137"," ","HILL ISLAND LANSDOWNE","ON","6136593721","K0E1L0"
" ","591","NOTRE DAME AVE CANADA"," ","WINNIPEG","MB","2047729191","R3B 1S6"
"ALL CANADIAN MANAGEMENT LTD","13440","72 AVENUE"," ","SURREY","BC","6045723100","V3W2N8"
"SIDHU MONEY EXCHANGE INC.","201,4851","WESTWINDS DR NE CANADA"," ","CALGARY","AB","4036074208","T3J3Z5"
"SUN MOON CURRENCY EXCHANGE INC","362","PINE VALLEY DR"," ","KITCHENER","ON","5197254616","N2P 2V4"
"ASIA PAC CARGO INTERNATIONAL CIE LTD","810","ST CLAIR AVENUE W APPARTMENT A CANADA"," ","TORONTO","ON","4166529733","M6C 1B6"
" ","95","DUNDAS ST WEST CANADA"," ","MISSISSAUGA","ON","4166529733","L5B 1H7"
"BAKAAL SERVICES CORP.","11019-107","AVE CANADA"," ","EDMONTON","AB","4162443800","T5X5V3"
"2171150 ONTARIO LIMITED","5775","YONGE STREET","SUITE 100","TORONTO","ON","4164888822","M2M4J1"
"SERVI-XPRESS AMERICA,ULC","432","RUE BELANGER","SUITE 203","MONTREAL","QC","5142799564","H2S1G2"
"TRUSTY PESOS EXPRESS LTD","4830","SHEPPARD AVE E","UNIT 12","SCARBOROUGH","ON","4163328788","M1S 5M9"
"2110885 ONTARIO INC","1660","KINGSTON RD","UNIT 9A","PICKERING","ON","9052310354","L1V 5R2"
"ST. CLAIR TRAVEL AGENCY","1293","ST. CLAIR AVENUE W CANADA"," ","TORONTO","ON","4166549600","M6E 1B8"
"ALL INDIAN EXCHANGE INC","9175","135A STREET"," ","SURREY","BC","6045826764","V3V 5V4"
"SURYA MONEY EXCHANGE INC","19 8907","THE GORE RD"," ","BRAMPTON","ON","4169102645","L6P 2L1"
"Y & E EXPRESS LTD","398","FERRIER STREET","UNIT 33","MARKHAM","ON","9059408891","L3R2Z5"
"2175497 ONTARIO INC.","102","SUNFOREST DRIVE"," ","BRAMPTON","ON","4162782066","L6Z4B2"
"9143-3938 QUEBEC INC.","970","ST-LAURENT BOULEVARD CANADA"," ","MONTREAL","QC","5148758222","H2Z1J3"
" ","128","SOUTH EDGELY AVENUE"," ","TORONTO","ON","4168410350","M1N 3L1"
" ","431"," "," ","LONGUEUIL","QC","5145551212","J4K3R3"
"PAY2DAY INC","35","VAN KIRK DRIVE","UNIT 9","BRAMPTON","ON","9058462901","L7A 1A5"
"CUSTOM HOUSE (RETAIL) LTD.","300 3680","UPTOWN BOULEVARD CANADA"," ","VICTORIA","BC","7782243000","V8Z 0B9"
"CUSTOM HOUSE (ONLINE) LTD.","3224","1055","■","DUNSMUIR ST"," ","VANCOUVER","BC","7203321480","V7X1P4"
"DPI EXPRESS INC.","350","WEBB DRIVE","UNIT 1809","MISSISSAUGA","ON","9058041420","L5B3W4"
"MANILA ENTERPRISES INC.","34","STEVENWOOD RD"," ","TORONTO","ON","4164313128","M1G 1B6"
"MY CASH INC.","102 816","BRITANNIA RD. WEST CANADA"," ","MISSISSAUGA","ON","4168551942","L5V0A6"
"SAHARA CURRENCY EXCHANGE LTD","10085","136A ST"," ","SURREY","BC","6045888870","V3T 4G1"
"9058-6199 QUEBEC INC.","469 A","CHEMIN GIROUX"," ","COATICOOK","QC","8198494676","J1A 2S4"
"2112598 ONTARIO INC","149","CLARENCE STREET"," ","BRAMPTON","ON","9054566639","L6W 1T2"
"9149-6828 QUEBEC INC.","1438","STE-CATHERINE OUEST"," ","MONTREAL","QC","5148719081","H3G 1R8"
"2152824 ONTARIO INC.","9899","AIRPORT RD","UNIT","BRAMPTON","ON","9057936700","L6S 0A2"
"VISIONS TRAVEL LTD","3309","30 AVE CANADA"," ","VERNON","BC","2505586183","V1T 2C9"
"2135127 ONTARIO INC.","5200","FINCH AVENUE WEST CANADA"," ","TORONTO","ON","4167442274","M9V 0A1"
"2090280 ONTARIO INC.","2734","JANE STREET"," ","NORTH YORK","ON","4167468383","M3L 2N1"
"6717381 CANADA INC.","147","MAIN STREET"," ","BOBCAYGEON","ON","7057310341","K0M1A0"
"ROBERTO'S MONEY EXCHANGE LTD.","534","SEYMOUR STREET"," ","VANCOUVER","BC","6046777692","V6B 3J5"
"2147353 ONTARIO INC.","103","808 BRITANIA ROAD WEST CANADA"," ","MISSISSAUGA","ON","9055422274","L5V 0A7"
"9167-0976 QUEBEC INC","1172","ST. CATHERINE WEST CANADA"," ","MONTREAL","QC","5148757479","H3B 1K1"
"2093162 ONTARIO INC","1","STEELES AVENUE EAST","UNIT 3","BRAMPTON","ON","9054504666","L6W 4J4"
"TEHRANI EXCHANGE","211","CONSUMERS ROAD","UNIT 301","TORONTO","ON","4169879262","M2J 4G8"
"2039978 ONTARIO LIMITED","3836","BLOOR STREET WEST CANADA"," ","ETOBICOKE","ON","4162318906","M9B 1L1"
"9183-1404 QUEBEC INC.","660","RUE JEAN-TALON O"," ","MONTREAL","QC","5415281872","H3N1R7"
"2169980 ONTARIO INC.","1280","FINCH AVE. WEST","UNIT 115","TORONTO","ON","4169186607","M3J 3K6"
"SUCAN EXCHANGE INC.","2345","DUNDAS STREET WEST","UNIT F","TORONTO","ON","4168405982","M6P 1W7"
" ","1606","DUFFERIN STREET"," ","TORONTO","ON","4166515097","M6H 3L7"
" ","1606","DUFFERIN STREET"," ","TORONTO","ON","9999999999","M6H 3L7"
"1723510 ONTARIO INC.","3000","3","DANFORTH UNIT","SUITE 108A","TORONTO","ON","4169153994","M4C 1M7"
"LOYAL EXCHANGE INC.","902-43","THORNCLIFFE PARK DRIVE"," ","TORONTO","ON","4168372675","M4H 1J4"
"9055-3272 QUEBEC INC.","905","RUE BÉLANGER"," ","MONTRÉAL","QC","5142739959","H2S1G9"
" ","4775","AVENUE VAN"," ","MONTREAL","QC","5147319288","H3W 1H8"
"ACXSYS CORPORATION","200","BAY STREET","SUITE 2400","TORONTO","ON","4168695092","M5J2J1"
"MONEY MART ST. ALBERT LTD.","40-504","ST. ALBERT ROAD"," ","ST. ALBERT","AB","7804616622","T8N 5Z1"
"MONEY MART LEDUC LTD.","4-6210","50TH STREET"," ","LEDUC","AB","7804616622","T9A 7G9"
"MONEYMART FORT SASKATCHEWAN LTD.","10110","88 AVENUE"," ","FORT SASKATCHEWAN","AB","7804616622","T8L 4J9"
"MONEYMART LLOYD MINSTER LTD.","5730","44 STREET"," ","LLOYDMINSTER","AB","7808727358","T9V 0B6"
"MONEY MART COLD LAKE LTD","4303","D-50 STREET"," ","COLD LAKE","AB","7804616622","T9M 1K6"
"MONEY MART COCHRANE LTD."," ","120-5TH AVENUE WEST CANADA"," ","COCHRANE","AB","7804616622","T4C 0A4"
"MONEY MART EDSON LTD.","403","50TH STREET"," ","EDSON","AB","7804616622","T7E 1T9"
" ","1592","JOHNSTON ST."," ","VANCOUVER","BC","6046878919","V6H 3S2"
"ACTION CHEQUE CASHING ENTREPRISES LIMITED","883","CARNARVON ST."," ","NEW WESTMINSTER","BC","6045269977","V3M 1G2"
"CITADEL COMMERCE CORP","4720","KINGSWAY"," ","BURNABY","BC","6042996922","V5H 4N2"
"4175174 CANADA INC.","370","GUY STREET","UNIT G10","MONTREAL","QC","5149312742","H3J 1S6"
"2106674 ONTARIO INC.","2887","KEELE STREET"," ","NORTH YORK","ON","6474307761","M3M 2G9"
"PASARGAD FINANCIAL SERVICES LTD","10271","YONGE STREET"," ","RICHMOND HILL","ON","6478185025","L4C 3B5"
"UNITED FINANCIAL INC.","107","DUNDAS STREET EAST CANADA"," ","MISSISSAUGA","ON","4168792961","L5A 1W7"
"650981 BC LIMITED","60"," "," ","HAMILTON","ON","9055108736","L8W 3R6"
"701520 BC INC.","60"," "," ","HAMILTON","ON","9055108736","L8W 3R6"
"GROVER INTERNATIONAL CANADA INC.","7633","WILDFERN DRIVE"," ","MISSISSAUGA","ON","6412425551","L4T 3P7"
"EUROPA EXPRESS LTD.","1037","RUNNINGBROOK DRIVE"," ","MISSISSAUGA","ON","9058979493","L4Y 2T1"
"2176894 ONTARIO INC.","1","STEELES AVENUE EAST","UNIT 3","BRAMPTON","ON","9054504666","L6W 4J4"
"9197-9195 QUÉBEC INC.","1970","RUE SAINTE-CATHERINE OUEST"," ","MONTREAL","QC","5149331719","H3H1M4"
"NIPPON TRAVEL AGENCY CANADA LTD.","1199","WEST PENDER STREET","UNIT 370","VANCOUVER","BC","6046854663","V6E2R1"
"9135-5149 QUEBEC INC.","462A","SAINTE-CATHERINE W CANADA"," ","MONTRÉAL","QC","5142823355","H3B 1A7"
"ROYAL CURRENCY EXCHANGE LTD.","6983","YOUNGE STREET"," ","TORONTO","ON","4162257218","M2M 3X9"
"CANFEX INTL LTD","6979","YONGE STREET","SUITE 208","NORTH YORK","ON","4162758747","M2M 3X9"
" ","6289","YOUNGE STREET","UNIT 1","TORONTO","ON","4162272267","M2M 3X6"
"BLUE WATER BRIDGE DUTY FREE SHOP INC.","2","BRIDGE STREET"," ","POINT EDWARD","ON","5193324680","N7V 4J5"
"EAST INDIAN MONEY EXCHANGE LTD.","138","TARADALE DRIVE"," ","CALGARY","AB","4036674056","T3J 5G3"
"1521827 ONTARIO INC.","830","BROWNS LINE"," ","ETOBICOKE","ON","4162531895","M8W3W2"
" ","2 9975","YONGE ST"," ","RICHMOND HILL","ON","6478382668","L4C 1T9"
"NEW WAY FOREIGN EXCHANGE LTD.","12040","68 AVENUE","UNIT 165","SURREY","BC","6047607257","V3W 1P5"
"BESTWAY FOREIGN EXCHANGE LTD.","12830 -80","AVENUE","UNIT# 109","SURREY","BC","6045922676","V3W3A8"
"6780601 CANADA INC.","1000","DANFORTH AVENUE"," ","TORONTO","ON","4166916666","M4J 1M2"
"2173065 ONTARIO INC.","4569","KINGSTON ROAD"," ","SCARBOROUGH","ON","4162866791","M1E 2N6"
"ANEX TRANSGLOBAL CORPORATION","733","KIPLING AVENUE"," ","TORONTO","ON","4162510077","M8Z 5G6"
" ","830","DE LIEGE ST W CANADA"," ","MONTREAL","QC","5148357510","H3N 1B4"
"FAIRPRICE EXCHANGE INC","40","ROBBINSTONE DR"," ","SCARBOROUGH","ON","6478851345","M1B 2E6"
"FINANCIAL AND INVESTMENT SOLUTION","6063","YONGE ST"," ","NORTH YORK","ON","4162241600","M2M 3W2"
"BLUE-HF CORP","300","ST-SACREMENT SUITE 209"," ","MONTREAL","QC","5149079318","H2Y 1X4"
" ","1002","JEAN TALON"," ","MONTREAL","QC","5143037718","H2R 1V7"
"ALERTPAY INCORPORATED","8255","MOUNTAIN SIGHTS SUITE 100"," ","MONTREAL","QC","5147485774","H4P 2B5"
"SOUVENIR CITY INC.","4199","RIVER ROAD"," ","NIAGARA FALLS","ON","9053571133","L2E 3E7"
"9198-4005 QUEBEC INC.","666","SHERBROOKE ST W CANADA","SUITE G100","MONTREAL","QC","5144998972","H3A 1E7"
"LES SERVICES GESTIONS FINANCE AT INC","2955","FLEURY EST"," ","MONTREAL","QC","5148076234","H2B1M3"
"GEO WORLDWIDE FINANCIAL & TRADING INC","8","CAITHNESS AVE CANADA"," ","TORONTO","ON","4168409370","M4J 3X7"
"DANIEL CURRENCY EXCHANGE LTD.","134 1153","THE HIGH ST."," ","COQUITLAM","BC","6047631512","V3B0B7"
"MANNY FOREIGN EXCHANGE INC.","7","WESTWINDS CRESCENT","UNIT 222","CALGARY","AB","4032857800","T3J 5H2"
"NEWTON CURRENCIES EXCHANGE INC.","12374","72A AVENUE"," ","SURREY","BC","6047247781","V3W 9J6"
"MOON TRADERS LTD.","12374","72A AVENUE"," ","SURREY","BC","6047247781","V3W 9J6"
"1766419 ONTARIO INC.","5766","DAWLISH CRESCENT"," ","MISSISSAUGA","ON","9058121448","L5V 1W4"
"611282 N.B. LTD.","417","UNIVERSITY AVE CANADA"," ","CHARLOTTETOWN","PE","9028928111","C1A4N7"
"OUT OF THE BOX GROUP INC.","175 34","EGLINGTON AVENUE WEST CANADA"," ","TORONTO","ON","4164279328","M4R 2H6"
"MERCURYQUICK FINANCIAL SERVICES INC.","4781","VAN HORNE AVENUE","UNIT 201","MONTREAL","QC","5144485936","H3W 1J1"
" ","4715","VAN HORNE AVENUE"," ","MONTREAL","QC","5143449999","H3W 1H8"
"9093-9380 QUEBEC INC.","4074","BOULEVARD"," ","MONTREAL","QC","5148471648","H2W 1Y8"
"EXPRESS GOLD REFINING LTD.","400 215","VICTORIA ST."," ","TORONTO","ON","4163630584","M5B1T9"
"SUNRISE REMITTANCE LTD","406","13310","WESTMOUNT CENTRE","111 AVENUE"," ","EDMONTON","AB","7804240404","T5M 3L7"
"SSCG INTERNATIONAL TRADING INC","7300","MAJOR MACKENZIE DRIVE"," ","VAUGHAN","ON","9058930900","L0J 1C0"
"XPRESS MONEY SERVICES LTD."," ","CHURCH"," ","KINGSBURY"," ","6473324624"," "
"CAN-PHIL INTERNATIONAL LTD.","1560","BRIMLEY ROAD","SUITE 211","SCARBOROUGH","ON","4162984804","M1P 3G9"
"PEERFX INC.","1115","1200 WEST 73RD AVENUE"," ","VANCOUVER","BC","6047027776","V6P 6G5"
"9130-0152 QUEBEC INC","1082","BOULEVARD"," ","MONTREAL","QC","5148789062","H2Z 1J5"
"CASH CARD TRUST AND SECURITIES INC.","312-1110","FINCH AVENUE WEST CANADA"," ","TORONTO","ON","4166285684","M3J 2T2"
"BC (BANGLEDESH-CANADA) EXCHANGE AND FINANCIAL SERVICES LTD.","601-787","JANE STREET"," ","TORONTO","ON","4166866458","M6N 4B7"
"FAST & FRIENDLY FOREIGN EXCHANGE LTD","4","BENTTREE COURT"," ","BRAMPTON","ON","9057818702","L6Y 4H6"
"ALSHARQ EXPRESS MONEY & GLOBAL TRADING INC."," "," "," "," "," ","4162880123"," "
"J & A FINANCIAL SERVICES LTD.","9212","CREDIT VIEW ROAD"," ","BRAMPTON","ON","6474069390","L6X 0W8"
"TORONTO MONEY PLACE LTD","1564","BLOOR STREET WEST CANADA"," ","TORONTO","ON","4165336555","M6P 1A4"
"MAGASIN DE SOUVENIR INC","5774","SHERBROOKE O."," ","MONTREAL","QC","5149032006","H4A1X1"
"ADIKA MONEY TRANSFER","B-306","CRAIG HENRY DRIVE"," ","OTTAWA","ON","6133557079","K2G 4H6"
"2161450 ONTARIO INC","1-1775","EGLINTON AVENUE WEST CANADA"," ","TORONTO","ON","4167857467","M6E 4Z9"
"ATLAS INTERNATIONAL FOREX INC","333","OLD HARWOOD AVENUE"," ","AJAX","ON","9054264530","L1Z 1H9"
"2116349 ONTARIO INC.","599","YONGE STREET"," ","TORONTO","ON","4169292274","M4Y 1Z4"
" ","J33-15","WILLOW ROAD"," ","GUELPH","ON","5198358369","N1H 1V7"
"KOONER MONEY EXCHANGE LTD","6721","132ND STREET"," ","SURREY","BC","6046137626","V3W 4L7"
"NAHAL MONEY EXCHANGE LTD","12888","80 AVE","UNIT 113","SURREY","BC","6047802331","V3W 3A8"
"2102091 ONTARIO INC","4-1717","BANK STREET"," ","OTTAWA","ON","6133212106","K1V7Z4"
"2082438 ONTARIO INC","2992","LAKESHORE BLVD WEST CANADA"," ","ETOBICOKE","ON","4163542274","M8V 1J9"
"SELFTRAN FINANCE INC","9011","FRANCIS ROAD"," ","RICHMOND","BC","7788691386","V6Y 1A9"
"MR. CASH INC","2984","DUNDAS STREET WEST CANADA"," ","TORONTO","ON","4167699190","M6P 1Z3"
" ","1682","STE-CATHERINE ST E"," ","MONTREAL","QC","5142236356","H2L 2J4"
"2081254 ONTARIO INC.","2470","ST CLAIR AVENUE W CANADA"," ","TORONTO","ON","4167628878","M6N 1L3"
"6471889 CANADA INC.","423","PARLIAMENT STREET"," ","TORONTO","ON","4168971485","M5A 3A1"
"9200-0819 QUEBEC INC","2090 A","UNION STREET"," ","MONTREAL","QC","5149416144","H3A 2C2"
"2183552 ONTARIO INC","164","SANDALWOOD PARKWAY","UNIT 221","BRAMPTON","ON","9058407890","L6Z 3S4"
"CASHSENDER FINANCIAL SERVICES INC","337-2740","WEST"," ","VANCOUVER","BC","6047379996","V6L3H5"
"0832911 B.C. LTD.","20505","FRASER HIGHWAY","UNIT 106","LANGLEY","BC","6045303620","V3A 4G3"
"SIFINA FINANCIAL INC","4120","DIXIE ROAD"," ","MISSISSAUGA","ON","9056290222","L4W 4V8"
"MONEY FAST TRANSFERS INC"," "," "," "," "," ","4168220900"," "
" ","923280","NORTH QUARRY RD"," ","NEW LISKEARD","ON","7056474967","P0J 1P0"
"DOLLAR$ & $ENT INC","2050","SHEPPARD AVE EAST # 207"," ","TORONTO","ON","6473433979","M2J 5B3"
"EUROCAMBIO CURRENCY EXCHANGE INC","26","FACER STREET"," ","ST. CATHERINES","ON","9056466555","L2M 5H3"
"SERAJ INTERNATIONAL TRADE INC","1345","FORBES AVENUE"," ","NORTH VANCOUVER","BC","6047192921","V7M 2X9"
" ","27-4655","BOURRET AVENUE"," ","MONTREAL","QC","5147335226","H3W 1K9"
"MONEY DIRECT FINANCIAL SERVICES INC.","300-2345","STANFIELD RD"," ","MISSISSAUGA","ON","4162552500","L4Y3Y3"
"SANTO DOMINGO EXPRESS INC.","3-2885","JANE ST"," ","TORONTO","ON","4166367341","M3N2J6"
"MAGNET TRADE INC","9-1650","DUNDAS STREET EAST CANADA"," ","MISSISSAUGA","ON","9052681002","L4X 2Z3"
"SAHLAN CANADA INC","2192","DUNDAS STREET WEST CANADA"," ","TORONTO","ON","4166707973","M6R 1X3"
" ","4-5383","YONGE STREET"," ","TORONTO","ON","4167330044","M2N 7A1"
"2180820 ONTARIO INC","105","LAIRD DRIVE"," ","MARKHAM","ON","4166482272","L3S 3N6"
"GLASSTECH MEDIA INC.","4931","BATHURST STREET"," ","TORONTO","ON","4162299219","M2R 1X8"
" ","151","BEECROFT ROAD","SUITE 2307","NORTH YORK","ON","6478851933","M2N 7C4"
"JOKKO SOLUTIONS INC","915","HENRI-BOURASSA BLVD E","APT 5","MONTREAL","QC","5143843767","H2C 1G1"
"2184285 ONTARIO INC","7200","GOREWAY DR"," ","MISSISSAUGA","ON","4167011800","L4T 2T7"
"TOP DOLLAR TRADING INC","5295A","YONGE ST."," ","TORONTO","ON","4165711111","M2N 5R3"
"9196-8800 QUEBEC INC","80","NOTRE-DAME ST W CANADA"," ","MONTREAL","QC","5142877447","H2Y 1S6"
"2183728 ONTARIO INC","269","QUEEN ST E"," ","BRAMPTON","ON","9054532274","L6W 2C2"
"CASHX FINANCIAL CORPORATION","4 2706","45TH AVENUE"," ","VERNON","BC","2502605888","V1T 3N4"
"ENSTREAM LP","55","UNIVERSITY AVE SUITE 202"," ","TORONTO","ON","4163659000","M5J 2H7"
"EXWON CANADA LTD","429 77","FINCH AVE E"," ","TORONTO","ON","6474005080","M2N 6H8"
"V & L GLOBAL INC","4931","BATHURST ST"," ","NORTH YORK","ON","4162299219","M2R 1X8"
"WDS REMITTANCE CANADA LTD.","2016-A","BATHURST STREET"," ","TORONTO","ON","4167825825","M5P3L1"
"599417 B. C. LIMITED"," ","10252-135TH STREET","UNIT 105","SURREY","BC","6045814646","V3T 4C2"
"C. & Y. COMPANY LTD","40","PEBBLEHILL SQUARE CANADA"," ","SCARBOROUGH","ON","4164126066","M1S 2P7"
"9054-9502 QUÉBEC INC.","9B","RUE DE LA GAUCHETIÈRE E"," ","MONTREAL","QC","5148789109","H2X 1P4"
"SERVICES FINANCIERS C.M. INC","7162","ST-HUBERT ST"," ","MONTREAL","QC","5142771050","H2R 2N1"
"110 MIRACLES INC","9549","GOUIN BLVD W CANADA"," ","PIERREFONDS","QC","5146830018","H8Y 1R2"
"A CLASS FOREX INC.","163","SADDLEBACK RD NE CANADA"," ","CALGARY","AB","4035681111","T3J 4K6"
"2051655 ONTARIO INC","285","KING STREET EAST CANADA"," ","HAMILTON","ON","9055220003","L8N 1B9"
"1632627 ONTARIO INC.","4-134","DUNDAS STREET WEST CANADA"," ","MISSISSAUGA","ON","9058482400","L5B 1H9"
"2102827 ONTARIO LTD","624","LAKESHORE RD E"," ","MISSISSAUGA","ON","9058912400","L5G 1J4"
"CEYLINCO EXPRESS REMITTANCE PTE LTD","391A","ORCHARD RD #12-10"," ","NGEEANN CITY"," ","6567336085","238873"
"FLAVOURS AT IBA PA SARI-SARI STORE LTD","1106-7360","137TH STREET"," ","SURREY","BC","6045981071","V3W 1A3"
"GONDAL BROTHERS FINANCIAL SERVICES CORPORATION","115","BAYRIDGE DR"," ","BRAMPTON","ON","4163037576","L6P 2N7"
"MULTI-TRADE","25","PEACHTREE PLACE CANADA"," ","CONCORD","ON","6472015308","L4K 2C4"
"1498789 ONTARIO INC","61","DUNDAS ST W CANADA"," ","MISSISSAUGA","ON","9059492274","L5B 1H7"
" ","127-A","DUNDAS STREET EAST CANADA"," ","MISSISSAUGA","ON","9052328858","L5A 1W7"
"2189148 ONTARIO INC","9185","TORBRAM RD","UNIT","BRAMPTON","ON","9057932279","L6S 3L2"
"2178671 ONTARIO LTD","43-100","BASS PRO MILLS DRIVE"," ","VAUGHN","ON","9057386661","L4K 5X1"
"2153611 ONTARIO LTD","161","DAVIS DR","UNIT 5","NEWMARKET","ON","9058305088","L3Y 2N3"
"1249088 ONTARIO LTD","2402","EGLINTON AVENUE WEST","UNIT B2","YORK","ON","4169521690","M6M 1S6"
"6972926 CANADA INC","209-1339","KHALSA DRIVE"," ","MISSISSAUGA","ON","9054612552","L5S 1W6"
"2119142 ONTARIO INC","215","HIGHLAND RD. W. CANADA","#102","KITCHENER","ON","5195782274","N2M3C1"
" ","76","BROOKE AVE CANADA"," ","TORONTO","ON","4169066272","M5M 2J9"
"984722 ALBERTA LTD.","801","6TH AVENUE SW"," ","SLAVE LAKE","AB","7808496777","T0G 2A4"
" ","1210-409","GRANVILLE STREET"," ","VANCOUVER","BC","7788364981","V6C 1T2"
"TRIDANEX INC","1635","LAWRENCE AVE W CANADA","UNIT 11B","TORONTO","ON","4162432223","M6L 3C9"
"SEPAND FINANCIAL SERVICES INC","10097","YONGE STREET","UNIT 1","RICHMOND HILL","ON","9052379050","L4C 1T7"
"ROYAL INDIA EXCHANGE LTD","12017","100TH AVENUE"," ","SURREY","BC","7788924730","V3V 2W4"
"UAE EXCHANGE CANADA INC.","9288-34","AVENUE"," ","EDMONTON","AB","9059564844","T6E5P2"
"WORLD CASH TRANSFERS LTD","6-32","JUNCTION ROAD"," ","BURLEIGH HEADS"," ","5149076734","4220"
"2190236 ONTARIO INC","1702","JANE STREET"," ","NORTH YORK","ON","4162472274","M9N 2S4"
"WELI TRANSFER","9855","BOUL.","APP 1","MONTREAL","QC","5146914522","H3L 2N5"
"AMAL EXPRESS EDMONTON LTD","10603","107TH AVENUE","UNIT 2","EDMONTON","AB","7804981666","T5H 0W5"
"ASHOK MONEY EXCHANGE LTD","7166 B","AIRPORT RD"," ","MISSISSAUGA","ON","6476691474","L4T2H2"
"VAN PHAT MONEY TRANSFER LTD","3363","FRASER STREET"," ","VANCOUVER","BC","6047792698","V5V 4C2"
"KIM NGUYEN INC.","7057","RUE ST.","SUITE 1","MONTREAL","QC","5142795678","H2S 2S5"
"ANH MINH MONEY TRANSFER INC","104-9211","BOLSA AVENUE"," ","WESTMINSTER","CA","7148934348","92683"
"KINGDOM ACQUISITION INC.","4950","CHEMIN QUEEN MARY SUITE 412"," ","MONTREAL","QC","5147358282","H3W 1X3"
" ","1789","ROBSON STREET"," ","VANCOUVER","BC","6047805039","V6G 1C9"
"1451294 ONTARIO LTD.","4925","WYANDOTTE ST E"," ","WINDSOR","ON","5197916277","N8Y 1J1"
"BC FOREX INC","UNIT 209-10230","152ND STREET"," ","SURREY","BC","7788965344","V3R 6N7"
"1408169 ONTARIO INC","65","KING STREET EAST CANADA"," ","HAMILTON","ON","9055222489","L8N 1A5"
"ANWAR GROUP INTERNATIONAL LTD","2002","22ND STREET WEST CANADA"," ","SASKATOON","SK","3067161212","S7M 0V1"
"EXPRESS CASH 2000 INC.","1062","BARTON STREET EAST CANADA"," ","HAMILTON","ON","9052970857","L8L 3E5"
" ","41","CARANCI CRES"," ","BRAMPTON","ON","6476863836","L6P 1H3"
"TEMPO I-TRANSFER CANADA CORP.","9136-118","AVE CANADA"," ","EDMONTON","AB","5142982016","T5B0V1"
