"1648074 ONTARIO INC." "263 QUEEN STREET EAST, UNIT 11" "BRAMPTON" " " "L6W 4K6" "9054886795"
"AYE SHEIN ENTERPRISE LTD." "116 41ST AVE E" "VANCOUVER" " " "V5W 1N7" "6043210723"
"COURRIER MULTI-EXPRESS INC." "432 RUE BELANGER SUITE 203" "MONTREAL" " " "H2S 1G2" "5142799564"
"9077-4621 QUEBEC INC." "370A RUE JEAN TALON EST" "MONTREAL" " " "H2R 1T3" "5142799604"
"9137-5410 QUEBEC INC." "8880 BOUL. ST. MICHEL" "MONTREAL" " " "H1Z 3G4" "5143888188"
"1547203 ONTARIO LTD" "1315 LAWRENCE AVE E UNIT 311" "NORTH YORK" " " "M3A 3R3" "4164848877"
"U.S. MONEY EXPRESS COMPANY" "9915-108 AVENUE" "EDMONTON" " " "T5H1A5" "7737748787"
" " "804-61 MARKBROOK LANE" "ETOBICOKE" " " "M9V2E7" "9054600025"
"RAJARAM CASH EXPRESS INC." "3351  MARKHAM ROAD.UNIT 116" "SCARBOROUGH" " " "M1X0A6" "4162974700"
" " "3 SHADY OAK LANE" "BRAMPTON" " " "L6R 2Z2" "5555555555"
"MUSTAQBAL CANADA INC." "1723 KIPLING AVE, STE 2A," "ETOBICOKE" " " "M9R 4E1" "4167407979"
"NEXT INTERNATIONAL INC" "2404 - 40 GERRARD ST EAST" "TORONTO" " " "M5B 2E8" "4168543020"
"SHAN-E-PUNJAB FOREIGN EXCHANGE LTD" "267 WHITEHORN RD NE" "CALGARY" " " "T1Y 2A5" "4032725110"
"TIMES TELECOM INC." "SUITE 400 - 5811 COONEY RD NORTH TOWER" "RICHMOND" " " "V6X 3M1" "6042798787"
"TRANSAT DISTRIBUTION CANADA INC." "1601-300 RUE LEO-PARISEAU" "MONTREAL" " " "H2X 4B3" "5149871760"
"9148-7967 QUEBEC INC." "86 RUE NOTRE DAME OUEST" "MONTREAL" " " "H2Y1S6" "5144993677"
"2096269 ONTARIO INC." "223 PARLIAMENT STREET" "TORONTO" " " "M5A 2Z4" "4168951615"
"TRI-HARMONY HOLDINGS LTD." "4097 HASTINGS STREET" "BURNABY" " " "V5C 2J1" "6042932663"
"INDO CANADIAN CURRENCY EXCHANGE INC." "11 EAGLE PLAINS DRIVE" "BRAMPTON" " " "L6R 3M6" "9057791973"
"CITRINE INC" "6790 RUE SAINT-HUBERT" "MONTREAL" " " "H2S 2M6" "5142795534"
"FIRST GLOBAL EXCHANGE & FINANCE INC" "2039 MELETTE CR." "OTTAWA" " " "K4A 4X1" "6138370208"
"MICROFINANCE INTERNATIONAL CORPORATION" "1090 VERMONT AVE NW SUITE 1250" "WASHINGTON" " " "20005" "2026829700"
"VITUCCI ENTERPRISES CORPORATION" "8482 GRANVILLE STREET" "RICHMOND" " " "V6P 4Z7" "6042630086"
"9171-2935 QUEBEC INC." "1425 SAINT LAURENT SUITE A" "MONTREAL" " " "H2X 2S8" "5146083646"
"1696354 ONTARIO LTD." "2348 DUFFERIN STREET" "TORONTO" " " "M6E 3S4" "4167800105"
"1682689 ONTARIO LTD." "3342 KEELE STREET" "TORONTO" " " "M3J 1L5" "4166302760"
"CANACASH CORPORATION" "2456 QUEEN STREET EAST" "BRAMPTON" " " "L6S 5X9" "9057928258"
"1700534 ONTARIO LTD." "362 LAKESHORE ROAD WEST" "MISSISSAUGA" " " "L5H 1H3" "9052743220"
"2099488 ONTARIO LTD." "5460 YONGE STREET, UNIT 105" "TORONTO" " " "M2N 6K7" "4162240220"
"6879713 CANADA INC." "925 RATHBURN ROAD EAST" "MISSISSAUGA" " " "L4W 4C3" "9052810505"
" " "1990 RUSSELL RD UNIT 3" "OTTAWA" " " "K1G 4J6" "6137337206"
"PUNJAB FOREIGN EXCHANGE" "4535 EBENEZER ROAD, UNIT 7" "BRAMPTON" " " "L6P 2K7" "9057949999"
"NETELLER OPERATIONS LIMITED" "1620 27TH AVENUE NE" "CALGARY" " " "T2E 8W4" "9999999999"
"2073518 ONTARIO INC." "60 HARLOWE ROAD, SUITE 11" "HAMILTON" " " "L8W 3R6" "9053891157"
"6052746 CANADA INC." "60 HARLOWE" "HAMILTON" " " "L8W 3R6" "9055108736"
"XPRESS MONEY FINANCIAL SERVICES INC." "2971 WISTERIA COURT" "MISSISSAUGA" " " "L5M 5V5" "9058170705"
"CAPITAL GIFT INC." "3550 JEANNE MANCE, SUITE  E1010" "MONTREAL" " " "H2X 3P7" "5148426443"
"MERCANTILE METALS INC." "3960 BOULEVARD ST. LAURENT" "MONTREAL" " " "H2W 1Y3" "5146597466"
"AL AZHAR MONEY EXCHANGE INC." "15 GREENVIEW AVENUE,  11" "TORONTO" " " "M2M 4M7" "4165511654"
" " "31-1525 SOUTH PARADE COURD" "MISSISSAUGA" " " "L5M 6E9" "9059975081"
"2165793 ONTARIO LIMITED" "90 EGLINTON AVENUE EAST, SUITE 408" "TORONTO" " " "M4P2Y3" "4162508661"
"NET XPRESS INTL INC." "1240 DOLLARD" "LSALLE" " " "H8N2P2" "5143435335"
"2124776 ONTARIO LIMITED" "245 GERRARD STREET EAST" "TORONTO" " " "M5A2G1" "4169662274"
"2081176 ONTARIO INC" "1735 KIPLING AVENUE" "ETOBICOKE" " " "M9R 2Y8" "4162458081"
"1163975 ONTARIO INC." "5726 RHODES STREET" "VANCOUVER" " " "V5R3P4" "4163175202"
"CHEQUES-DEPOT INC." "4493 AVENUE PAPINEAU" "MONTREAL" " " "H2H 1T9" "5143035751"
"JOHNSTOWN DUTY FREE SHOP INC" "1028 HIGHWAY 16" "PRESCOTT" " " "K0E 1T0" "6139251024"
"OPM WORLDWIDE SERVICES INC" "7321 VICTORIA PARK AVE. #303" "MARKHAM" " " "L3R2Z8" "6473303803"
" " "403 RUE BELANGER" "MONTREAL" " " "H2S 1G3" "5142788035"
"CENTRE DE SERVICES D'AFFAIRES HI SPEED INC." "9420B BOULEVARD L'ACADIE" "MONTREAL" " " "H4N 1L7" "5145625503"
"6182640 CANADA INC." "UNIT 205 - 550 ST. CLAIR AVE W" "TORONTO" " " "M6C 1A5" "4166562269"
"680384 B.C. LTD." "15183 RUSSELL AVE" "WHITE ROCK" " " "V4B 2P4" "6048573484"
"FIRST SECURITY EXCHANGE INPEX INC." "524 JEAN-TALON OUEST SUITE #2" "MONTREAL" " " "H3N 1R5" "5142791624"
"2145438 ONTARIO LTD." "212A QUEEN STREET E" "BRAMPTON" " " "L6V 1B7" "9054544114"
"LEADING CASH FINANCIAL SERVICES" "1052 BLOOR ST WEST" "TORONTO" " " "M6H 1M3" "4165372274"
"R-M FISHER INCORPORATED" "3204 SANDWICH STREET" "WINDSOR" " " "N9C 1A8" "5192527704"
"AA FINANCIAL GROUP INC" "7050 WOODBINE AVE, SUITE 206" "MARKHAM" " " "L3R 2R7" "6474068966"
"MRGLIANE UNIVERSAL CORPORATION" "1-2776 EGLINTON AVENUE EAST" "TORONTO" " " "M1J 2C8" "4162616949"
"1732153 ONTARIO INC" "5430 WYANDOTTE ST E" "WINDSOR" " " "N8S 1L9" "5199742274"
"MIZAN CORPORATION" "6365 YONGE ST" "NORTH YORK" " " "M2M 3X8 " "9055082760"
"ONTARIO NATIONAL EXCHANGE" "724 HIGHWAY 137" "HILL ISLAND LANSDOWNE" " " "K0E1L0" "6136593721"
" " "591 NOTRE DAME AVE" "WINNIPEG" " " "R3B 1S6" "2047729191"
"ALL CANADIAN MANAGEMENT LTD" "13440 72 AVENUE" "SURREY" " " "V3W2N8" "6045723100"
"SIDHU MONEY EXCHANGE INC." "201,4851 WESTWINDS DR NE" "CALGARY" " " "T3J3Z5" "4036074208"
"SUN MOON CURRENCY EXCHANGE INC" "362 PINE VALLEY DR" "KITCHENER" " " "N2P 2V4" "5197254616"
"ASIA PAC CARGO INTERNATIONAL CIE LTD" "810 ST CLAIR AVENUE W APPARTMENT A" "TORONTO" " " "M6C 1B6" "4166529733"
" " "95 DUNDAS ST WEST" "MISSISSAUGA" " " "L5B 1H7" "4166529733"
"BAKAAL SERVICES CORP." "11019-107 AVE" "EDMONTON" " " "T5X5V3" "4162443800"
"2171150 ONTARIO LIMITED" "5775 YONGE STREET SUITE 100" "TORONTO" " " "M2M4J1" "4164888822"
"SERVI-XPRESS AMERICA,ULC" "432 RUE BELANGER  SUITE 203" "MONTREAL" " " "H2S1G2" "5142799564"
"TRUSTY PESOS EXPRESS LTD" "UNIT 12 - 4830 SHEPPARD AVE E" "SCARBOROUGH" " " "M1S 5M9" "4163328788"
"2110885 ONTARIO INC" "UNIT 9A - 1660 KINGSTON RD" "PICKERING" " " "L1V 5R2" "9052310354"
"ST. CLAIR TRAVEL AGENCY" "1293 ST. CLAIR AVENUE W" "TORONTO" " " "M6E 1B8" "4166549600"
"ALL INDIAN EXCHANGE INC" "9175 - 135A STREET" "SURREY" " " "V3V 5V4" "6045826764"
"SURYA MONEY EXCHANGE INC" "19 - 8907 THE GORE RD" "BRAMPTON" " " "L6P 2L1" "4169102645"
"Y & E EXPRESS LTD" "UNIT 33 - 398 FERRIER STREET" "MARKHAM" " " "L3R2Z5" "9059408891"
"2175497 ONTARIO INC." "102 SUNFOREST DRIVE" "BRAMPTON" " " "L6Z4B2" "4162782066"
"9143-3938 QUEBEC INC." "970 ST-LAURENT BOULEVARD" "MONTREAL" " " "H2Z1J3" "5148758222"
" " "128 SOUTH EDGELY AVENUE" "TORONTO" " " "M1N 3L1" "4168410350"
" " "431 SAINTE-HELENE" "LONGUEUIL" " " "J4K3R3" "5145551212"
"PAY2DAY INC" "35 VAN KIRK DRIVE, UNIT 9" "BRAMPTON" " " "L7A 1A5" "9058462901"
"CUSTOM HOUSE (RETAIL) LTD." "300 - 3680 UPTOWN BOULEVARD" "VICTORIA" " " "V8Z 0B9" "7782243000"
"CUSTOM HOUSE (ONLINE) LTD." "3224 ■ 1055 DUNSMUIR ST" "VANCOUVER" " " "V7X1P4" "7203321480"
"DPI EXPRESS INC." "350 WEBB DRIVE UNIT 1809" "MISSISSAUGA" " " "L5B3W4" "9058041420"
"MANILA ENTERPRISES INC." "34 STEVENWOOD RD" "TORONTO" " " "M1G 1B6" "4164313128"
"MY CASH INC." "102 - 816 BRITANNIA RD. WEST" "MISSISSAUGA" " " "L5V0A6" "4168551942"
"SAHARA CURRENCY EXCHANGE LTD" "10085 - 136A ST" "SURREY" " " "V3T 4G1" "6045888870"
"9058-6199 QUEBEC INC." "469,A CHEMIN GIROUX" "COATICOOK" " " "J1A 2S4" "8198494676"
"2112598 ONTARIO INC" "149 CLARENCE STREET" "BRAMPTON" " " "L6W 1T2" "9054566639"
"9149-6828 QUEBEC INC." "1438 STE-CATHERINE OUEST" "MONTREAL" " " "H3G 1R8" "5148719081"
"2152824 ONTARIO INC." "9899 AIRPORT RD UNIT 2" "BRAMPTON" " " "L6S 0A2" "9057936700"
"VISIONS TRAVEL LTD" "3309 30 AVE" "VERNON" " " "V1T 2C9" "2505586183"
"2135127 ONTARIO INC." "5200 FINCH AVENUE WEST" "TORONTO" " " "M9V 0A1" "4167442274"
"2090280 ONTARIO INC." "2734 JANE STREET" "NORTH YORK" " " "M3L 2N1" "4167468383"
"6717381 CANADA INC." "147 MAIN STREET" "BOBCAYGEON" " " "K0M1A0" "7057310341"
"ROBERTO'S MONEY EXCHANGE LTD." "534 SEYMOUR STREET" "VANCOUVER" " " "V6B 3J5" "6046777692"
"2147353 ONTARIO INC." "103 - 808 BRITANIA ROAD WEST" "MISSISSAUGA" " " "L5V 0A7" "9055422274"
"9167-0976 QUEBEC INC" "1172 ST. CATHERINE WEST" "MONTREAL" " " "H3B 1K1" "5148757479"
"2093162 ONTARIO INC" "1 STEELES AVENUE EAST UNIT 3" "BRAMPTON" " " "L6W 4J4" "9054504666"
"TEHRANI EXCHANGE" "211 CONSUMERS  ROAD UNIT 301" "TORONTO" " " "M2J 4G8" "4169879262"
"2039978 ONTARIO LIMITED" "3836 BLOOR STREET WEST" "ETOBICOKE" " " "M9B 1L1" "4162318906"
"9183-1404 QUEBEC INC." "660 RUE, JEAN-TALON O" "MONTREAL" " " "H3N1R7" "5415281872"
"2169980 ONTARIO INC." "1280 FINCH AVE. WEST, UNIT 115" "TORONTO" " " "M3J 3K6" "4169186607"
"SUCAN EXCHANGE INC." "2345 DUNDAS STREET WEST UNIT F" "TORONTO" " " "M6P 1W7" "4168405982"
" " "1606 DUFFERIN STREET" "TORONTO" " " "M6H 3L7" "4166515097"
" " "1606 DUFFERIN STREET" "TORONTO" " " "M6H 3L7" "9999999999"
"1723510 ONTARIO INC." "3000 DANFORTH UNIT 3 SUITE 108A" "TORONTO" " " "M4C 1M7" "4169153994"
"LOYAL EXCHANGE INC." "902-43 THORNCLIFFE PARK DRIVE" "TORONTO" " " "M4H 1J4" "4168372675"
"9055-3272 QUEBEC INC." "905 RUE BÉLANGER" "MONTRÉAL" " " "H2S1G9" "5142739959"
" " "4775 AVENUE VAN HORNE" "MONTREAL" " " "H3W 1H8" "5147319288"
"ACXSYS CORPORATION" "200 BAY STREET, SUITE 2400" "TORONTO" " " "M5J2J1" "4168695092"
"MONEY MART ST. ALBERT LTD." "40-504 ST. ALBERT ROAD" "ST. ALBERT" " " "T8N 5Z1" "7804616622"
"MONEY MART LEDUC LTD." "4-6210 50TH STREET" "LEDUC" " " "T9A 7G9" "7804616622"
"MONEYMART FORT SASKATCHEWAN LTD." "10110 88 AVENUE" "FORT SASKATCHEWAN" " " "T8L 4J9" "7804616622"
"MONEYMART LLOYD MINSTER LTD." "5730 44 STREET" "LLOYDMINSTER" " " "T9V 0B6" "7808727358"
"MONEY MART COLD LAKE LTD" "4303 D-50 STREET" "COLD LAKE" " " "T9M 1K6" "7804616622"
"MONEY MART COCHRANE LTD." "120-5TH AVENUE WEST" "COCHRANE" " " "T4C 0A4" "7804616622"
"MONEY MART EDSON LTD." "403 50TH STREET" "EDSON" " " "T7E 1T9" "7804616622"
" " "1592 JOHNSTON ST." "VANCOUVER" " " "V6H 3S2" "6046878919"
"ACTION CHEQUE CASHING ENTREPRISES LIMITED" "883 CARNARVON ST." "NEW WESTMINSTER" " " "V3M 1G2" "6045269977"
"CITADEL COMMERCE CORP" "1018 - 4720 KINGSWAY, METROTOWER II" "BURNABY" " " "V5H 4N2" "6042996922"
"4175174 CANADA INC." "370 GUY STREET - UNIT G10" "MONTREAL" " " "H3J 1S6" "5149312742"
"2106674 ONTARIO INC." "2887 KEELE STREET" "NORTH YORK" " " "M3M 2G9" "6474307761"
"PASARGAD FINANCIAL SERVICES LTD" "10271 YONGE STREET" "RICHMOND HILL" " " "L4C 3B5" "6478185025"
"UNITED FINANCIAL INC." "107 DUNDAS STREET EAST" "MISSISSAUGA" " " "L5A 1W7" "4168792961"
"650981 BC LIMITED" "60 HARLOWE" "HAMILTON" " " "L8W 3R6" "9055108736"
"701520 BC INC." "60 HARLOWE" "HAMILTON" " " "L8W 3R6" "9055108736"
"GROVER INTERNATIONAL CANADA INC." "7633 WILDFERN DRIVE" "MISSISSAUGA" " " "L4T 3P7" "6412425551"
"EUROPA EXPRESS LTD." "1037 RUNNINGBROOK DRIVE" "MISSISSAUGA" " " "L4Y 2T1" "9058979493"
"2176894 ONTARIO INC." "1 STEELES AVENUE EAST UNIT 3" "BRAMPTON" " " "L6W 4J4" "9054504666"
"9197-9195 QUÉBEC INC." "1970 RUE SAINTE-CATHERINE OUEST" "MONTREAL" " " "H3H1M4" "5149331719"
"NIPPON TRAVEL AGENCY CANADA LTD." "1199 WEST PENDER STREET,  UNIT 370" "VANCOUVER" " " "V6E2R1" "6046854663"
"9135-5149 QUEBEC INC." "462A SAINTE-CATHERINE W" "MONTRÉAL" " " "H3B 1A7" "5142823355"
"ROYAL CURRENCY EXCHANGE LTD." "6983 YOUNGE STREET" "TORONTO" " " "M2M 3X9" "4162257218"
"CANFEX INTL LTD" "6979 YONGE STREET SUITE 208" "NORTH YORK" " " "M2M 3X9" "4162758747"
" " "6289 YOUNGE STREET - UNIT 1" "TORONTO" " " "M2M 3X6" "4162272267"
"BLUE WATER BRIDGE DUTY FREE SHOP INC." "2 BRIDGE STREET" "POINT EDWARD" " " "N7V 4J5" "5193324680"
"EAST INDIAN MONEY EXCHANGE LTD." "138 TARADALE DRIVE" "CALGARY" " " "T3J 5G3" "4036674056"
"1521827 ONTARIO INC." "830 BROWNS LINE" "ETOBICOKE" " " "M8W3W2" "4162531895"
" " "2 - 9975 YONGE ST" "RICHMOND HILL" " " "L4C 1T9" "6478382668"
"NEW WAY FOREIGN EXCHANGE LTD." "12040 68 AVENUE, UNIT 165" "SURREY" " " "V3W 1P5" "6047607257"
"BESTWAY FOREIGN EXCHANGE LTD." "UNIT# 109, 12830 -80 AVENUE" "SURREY" " " "V3W3A8" "6045922676"
"6780601 CANADA INC." "1000 DANFORTH AVENUE" "TORONTO" " " "M4J 1M2" "4166916666"
"2173065 ONTARIO INC." "4569 KINGSTON ROAD" "SCARBOROUGH" " " "M1E 2N6" "4162866791"
"ANEX TRANSGLOBAL CORPORATION" "733 KIPLING AVENUE" "TORONTO" " " "M8Z 5G6" "4162510077"
" " "830 DE LIEGE ST W" "MONTREAL" " " "H3N 1B4" "5148357510"
"FAIRPRICE EXCHANGE INC" "40 ROBBINSTONE DR" "SCARBOROUGH" " " "M1B 2E6" "6478851345"
"FINANCIAL AND INVESTMENT SOLUTION" "6063 YONGE ST" "NORTH YORK" " " "M2M 3W2" "4162241600"
"BLUE-HF CORP" "300 ST-SACREMENT SUITE 209" "MONTREAL" " " "H2Y 1X4" "5149079318"
" " "1002 JEAN TALON" "MONTREAL" " " "H2R 1V7" "5143037718"
"ALERTPAY INCORPORATED" "8255 MOUNTAIN SIGHTS, SUITE 100" "MONTREAL" " " "H4P 2B5" "5147485774"
"SOUVENIR CITY INC." "4199 RIVER ROAD" "NIAGARA FALLS" " " "L2E 3E7" "9053571133"
"9198-4005 QUEBEC INC." "SUITE G100 - 666 SHERBROOKE ST W" "MONTREAL" " " "H3A 1E7" "5144998972"
"LES SERVICES GESTIONS FINANCE AT INC" "2955 FLEURY EST" "MONTREAL" " " "H2B1M3" "5148076234"
"GEO WORLDWIDE FINANCIAL & TRADING INC" "8 CAITHNESS AVE" "TORONTO" " " "M4J 3X7" "4168409370"
"DANIEL CURRENCY EXCHANGE LTD." "134 - 1153 THE HIGH ST." "COQUITLAM" " " "V3B0B7" "6047631512"
"MANNY FOREIGN EXCHANGE INC." "UNIT 222 7 WESTWINDS CRESCENT NE" "CALGARY" " " "T3J 5H2" "4032857800"
"NEWTON CURRENCIES EXCHANGE INC." "12374 72A AVENUE" "SURREY" " " "V3W 9J6" "6047247781"
"MOON TRADERS LTD." "12374 72A AVENUE" "SURREY" " " "V3W 9J6" "6047247781"
"1766419 ONTARIO INC." "5766 DAWLISH CRESCENT" "MISSISSAUGA" " " "L5V 1W4" "9058121448"
"611282 N.B. LTD." "417 UNIVERSITY AVE" "CHARLOTTETOWN" " " "C1A4N7" "9028928111"
"OUT OF THE BOX GROUP INC." "175- 34 EGLINGTON AVENUE WEST" "TORONTO" " " "M4R 2H6" "4164279328"
"MERCURYQUICK FINANCIAL SERVICES INC." "4781 VAN HORNE AVENUE UNIT 201" "MONTREAL" " " "H3W 1J1" "5144485936"
" " "4715 VAN HORNE AVENUE" "MONTREAL" " " "H3W 1H8" "5143449999"
"9093-9380 QUEBEC INC." "4074 BOULEVARD ST. LAURENT" "MONTREAL" " " "H2W 1Y8" "5148471648"
"EXPRESS GOLD REFINING LTD." "400 - 215 VICTORIA ST." "TORONTO" " " "M5B1T9" "4163630584"
"SUNRISE REMITTANCE LTD" "406 WESTMOUNT CENTRE 13310 111 AVENUE" "EDMONTON" " " "T5M 3L7" "7804240404"
"SSCG INTERNATIONAL TRADING INC" "7300 MAJOR MACKENZIE DRIVE" "VAUGHAN" " " "L0J 1C0" "9058930900"
"XPRESS MONEY SERVICES LTD." "F10 KINGSBURY BUSINESS CENTRE CHURCH LANE" "KINGSBURY" " " " " "6473324624"
"CAN-PHIL INTERNATIONAL LTD." "1560 BRIMLEY ROAD, SUITE 211" "SCARBOROUGH" " " "M1P 3G9" "4162984804"
"PEERFX INC." "1115 - 1200 WEST 73RD AVENUE" "VANCOUVER" " " "V6P 6G5" "6047027776"
"9130-0152 QUEBEC INC" "1082 BOULEVARD ST. LAURENT" "MONTREAL" " " "H2Z 1J5" "5148789062"
"CASH CARD TRUST AND SECURITIES INC." "312-1110 FINCH AVENUE WEST" "TORONTO" " " "M3J 2T2" "4166285684"
"BC (BANGLEDESH-CANADA) EXCHANGE AND FINANCIAL SERVICES LTD." "601-787 JANE STREET" "TORONTO" " " "M6N 4B7" "4166866458"
"FAST & FRIENDLY FOREIGN EXCHANGE LTD" "4 BENTTREE COURT" "BRAMPTON" " " "L6Y 4H6" "9057818702"
"ALSHARQ EXPRESS MONEY & GLOBAL TRADING INC." " " " " " " " " "4162880123"
"J & A FINANCIAL SERVICES LTD." "9212 CREDIT VIEW ROAD" "BRAMPTON" " " "L6X 0W8" "6474069390"
"TORONTO MONEY PLACE LTD" "1564 BLOOR STREET WEST" "TORONTO" " " "M6P 1A4" "4165336555"
"MAGASIN DE SOUVENIR INC" "5774 SHERBROOKE O." "MONTREAL" " " "H4A1X1" "5149032006"
"ADIKA MONEY TRANSFER" "B-306 CRAIG HENRY DRIVE" "OTTAWA" " " "K2G 4H6" "6133557079"
"2161450 ONTARIO INC" "1-1775 EGLINTON AVENUE WEST" "TORONTO" " " "M6E 4Z9" "4167857467"
"ATLAS INTERNATIONAL FOREX INC" "333 OLD HARWOOD AVENUE" "AJAX" " " "L1Z 1H9" "9054264530"
"2116349 ONTARIO INC." "599 YONGE STREET" "TORONTO" " " "M4Y 1Z4" "4169292274"
" " "J33-15 WILLOW ROAD" "GUELPH" " " "N1H 1V7" "5198358369"
"KOONER MONEY EXCHANGE LTD" "6721 132ND STREET" "SURREY" " " "V3W 4L7" "6046137626"
"NAHAL MONEY EXCHANGE LTD" "12888 80 AVE, UNIT 113" "SURREY" " " "V3W 3A8" "6047802331"
"2102091 ONTARIO INC" "4-1717 BANK STREET" "OTTAWA" " " "K1V7Z4" "6133212106"
"2082438 ONTARIO INC" "2992 LAKESHORE BLVD WEST" "ETOBICOKE" " " "M8V 1J9" "4163542274"
"SELFTRAN FINANCE INC" "9011 FRANCIS ROAD" "RICHMOND" " " "V6Y 1A9" "7788691386"
"MR. CASH INC" "2984 DUNDAS STREET WEST" "TORONTO" " " "M6P 1Z3" "4167699190"
" " "1682 STE-CATHERINE ST E" "MONTREAL" " " "H2L 2J4" "5142236356"
"2081254 ONTARIO INC." "2470 ST CLAIR AVENUE W" "TORONTO" " " "M6N 1L3" "4167628878"
"6471889 CANADA INC." "423 PARLIAMENT STREET" "TORONTO" " " "M5A 3A1" "4168971485"
"9200-0819 QUEBEC INC" "2090 A UNION STREET" "MONTREAL" " " "H3A 2C2" "5149416144"
"2183552 ONTARIO INC" "UNIT 221 - 164 SANDALWOOD PARKWAY EAST" "BRAMPTON" " " "L6Z 3S4" "9058407890"
"CASHSENDER FINANCIAL SERVICES INC" "337-2740 WEST KING EDWARD" "VANCOUVER" " " "V6L3H5" "6047379996"
"0832911 B.C. LTD." "UNIT 106 - 20505 FRASER HIGHWAY" "LANGLEY" " " "V3A 4G3" "6045303620"
"SIFINA FINANCIAL INC" "4120 DIXIE ROAD" "MISSISSAUGA" " " "L4W 4V8" "9056290222"
"MONEY FAST TRANSFERS INC" " " " " " " " " "4168220900"
" " "923280 NORTH QUARRY RD" "NEW LISKEARD" " " "P0J 1P0" "7056474967"
"DOLLAR$ & $ENT INC" "2050 SHEPPARD AVE EAST # 207" "TORONTO" " " "M2J 5B3" "6473433979"
"EUROCAMBIO CURRENCY EXCHANGE INC" "26 FACER STREET" "ST. CATHERINES" " " "L2M 5H3" "9056466555"
"SERAJ INTERNATIONAL TRADE INC" "1345 FORBES AVENUE" "NORTH VANCOUVER" " " "V7M 2X9" "6047192921"
" " "27-4655 BOURRET AVENUE" "MONTREAL" " " "H3W 1K9" "5147335226"
"MONEY DIRECT FINANCIAL SERVICES INC." "300-2345 STANFIELD RD" "MISSISSAUGA" " " "L4Y3Y3" "4162552500"
"SANTO DOMINGO EXPRESS INC." "3-2885 JANE ST" "TORONTO" " " "M3N2J6" "4166367341"
"MAGNET TRADE INC" "9-1650 DUNDAS STREET EAST" "MISSISSAUGA" " " "L4X 2Z3" "9052681002"
"SAHLAN CANADA INC" "2192 DUNDAS STREET WEST" "TORONTO" " " "M6R 1X3" "4166707973"
" " "4-5383 YONGE STREET" "TORONTO" " " "M2N 7A1" "4167330044"
"2180820 ONTARIO INC" "105 LAIRD DRIVE" "MARKHAM" " " "L3S 3N6" "4166482272"
"GLASSTECH MEDIA INC." "4931 BATHURST STREET" "TORONTO" " " "M2R 1X8" "4162299219"
" " "151 BEECROFT ROAD SUITE 2307" "NORTH YORK" " " "M2N 7C4" "6478851933"
"JOKKO SOLUTIONS INC" "APT 5 - 915 HENRI-BOURASSA BLVD E" "MONTREAL" " " "H2C 1G1" "5143843767"
"2184285 ONTARIO INC" "7200 GOREWAY DR" "MISSISSAUGA" " " "L4T 2T7" "4167011800"
"TOP DOLLAR TRADING INC" "5295A  YONGE ST." "TORONTO" " " "M2N 5R3" "4165711111"
"9196-8800 QUEBEC INC" "80 NOTRE-DAME ST W" "MONTREAL" " " "H2Y 1S6" "5142877447"
"2183728 ONTARIO INC" "269 QUEEN ST E" "BRAMPTON" " " "L6W 2C2" "9054532274"
"CASHX FINANCIAL CORPORATION" "4 - 2706 45TH AVENUE" "VERNON" " " "V1T 3N4" "2502605888"
"ENSTREAM LP" "55 UNIVERSITY AVE, SUITE 202" "TORONTO" " " "M5J 2H7" "4163659000"
"EXWON CANADA LTD" "429 - 77 FINCH AVE E" "TORONTO" " " "M2N 6H8" "6474005080"
"V & L GLOBAL INC" "4931 BATHURST ST" "NORTH YORK" " " "M2R 1X8" "4162299219"
"WDS REMITTANCE CANADA LTD." "2016-A BATHURST STREET" "TORONTO" " " "M5P3L1" "4167825825"
"599417 B. C. LIMITED" "10252-135TH STREET UNIT 105" "SURREY" " " "V3T 4C2" "6045814646"
"C. & Y. COMPANY LTD" "40 PEBBLEHILL SQUARE" "SCARBOROUGH" " " "M1S 2P7" "4164126066"
"9054-9502 QUÉBEC INC." "9B RUE DE LA GAUCHETIÈRE E" "MONTREAL" " " "H2X 1P4" "5148789109"
"SERVICES FINANCIERS C.M. INC" "7162 ST-HUBERT ST" "MONTREAL" " " "H2R 2N1" "5142771050"
"110 MIRACLES INC" "9549 GOUIN BLVD W" "PIERREFONDS" " " "H8Y 1R2" "5146830018"
"A CLASS FOREX INC." "163 SADDLEBACK RD NE" "CALGARY" " " "T3J 4K6" "4035681111"
"2051655 ONTARIO INC" "285 KING STREET EAST" "HAMILTON" " " "L8N 1B9" "9055220003"
"1632627 ONTARIO INC." "4-134 DUNDAS STREET WEST" "MISSISSAUGA" " " "L5B 1H9" "9058482400"
"2102827 ONTARIO LTD" "624 LAKESHORE RD E" "MISSISSAUGA" " " "L5G 1J4" "9058912400"
"CEYLINCO EXPRESS REMITTANCE PTE LTD" "391A ORCHARD RD #12-10 NGEEANN CITY TOWER A" "NGEEANN CITY" " " "238873" "6567336085"
"FLAVOURS AT IBA PA SARI-SARI STORE LTD" "1106-7360 137TH STREET" "SURREY" " " "V3W 1A3" "6045981071"
"GONDAL BROTHERS FINANCIAL SERVICES CORPORATION" "115 BAYRIDGE DR" "BRAMPTON" " " "L6P 2N7" "4163037576"
"MULTI-TRADE" "25 PEACHTREE PLACE" "CONCORD" " " "L4K 2C4" "6472015308"
